faltid;lan;kommun;areal_ha;markslag;inventeringsdatum;fastighet;objektrapport_ui;objektrapport_api;lokal_json
EGQ-HXZ;Södermanland;Nyköping;0.19;Bete;2012-07-31;Gettäppan 2;https://etjanst.sjv.se/tuvaut/?f=&id=EGQ-HXZ;https://etjanst.sjv.se/hagenpub/rest/base/object/EGQ-HXZ;docs/tuva/sodermanland/objektrapporter/EGQ-HXZ.json
EHW-HOU;Södermanland;Flen;0.89;Bete;2009-09-23;;https://etjanst.sjv.se/tuvaut/?f=&id=EHW-HOU;https://etjanst.sjv.se/hagenpub/rest/base/object/EHW-HOU;docs/tuva/sodermanland/objektrapporter/EHW-HOU.json
EHW-RXI;Södermanland;Flen;0.37;Restaurerbar;2023-08-10;Berga;https://etjanst.sjv.se/tuvaut/?f=&id=EHW-RXI;https://etjanst.sjv.se/hagenpub/rest/base/object/EHW-RXI;docs/tuva/sodermanland/objektrapporter/EHW-RXI.json
EIC-PRN;Södermanland;Gnesta;0.93;Bete;2019-06-25;Björnlunda-Jakobsberg 1;https://etjanst.sjv.se/tuvaut/?f=&id=EIC-PRN;https://etjanst.sjv.se/hagenpub/rest/base/object/EIC-PRN;docs/tuva/sodermanland/objektrapporter/EIC-PRN.json
EIF-WCE;Södermanland;Gnesta;0.99;Bete;2019-07-02;Öllösa 1;https://etjanst.sjv.se/tuvaut/?f=&id=EIF-WCE;https://etjanst.sjv.se/hagenpub/rest/base/object/EIF-WCE;docs/tuva/sodermanland/objektrapporter/EIF-WCE.json
EIP-VGF;Södermanland;Vingåker;6.47;Bete;2012-09-26;Bresätter;https://etjanst.sjv.se/tuvaut/?f=&id=EIP-VGF;https://etjanst.sjv.se/hagenpub/rest/base/object/EIP-VGF;docs/tuva/sodermanland/objektrapporter/EIP-VGF.json
EIX-ZJL;Södermanland;Trosa;2.12;Bete;2026-07-02;;https://etjanst.sjv.se/tuvaut/?f=&id=EIX-ZJL;https://etjanst.sjv.se/hagenpub/rest/base/object/EIX-ZJL;docs/tuva/sodermanland/objektrapporter/EIX-ZJL.json
EKB-PTM;Södermanland;Nyköping;10.06;Bete;2019-07-10;Åboö 2;https://etjanst.sjv.se/tuvaut/?f=&id=EKB-PTM;https://etjanst.sjv.se/hagenpub/rest/base/object/EKB-PTM;docs/tuva/sodermanland/objektrapporter/EKB-PTM.json
ELR-TFF;Södermanland;Nyköping;0.65;Bete;2023-08-02;Ripsa-Edeby;https://etjanst.sjv.se/tuvaut/?f=&id=ELR-TFF;https://etjanst.sjv.se/hagenpub/rest/base/object/ELR-TFF;docs/tuva/sodermanland/objektrapporter/ELR-TFF.json
EMR-BRU;Södermanland;Flen;2.64;Bete;2023-08-21;Lagmansö;https://etjanst.sjv.se/tuvaut/?f=&id=EMR-BRU;https://etjanst.sjv.se/hagenpub/rest/base/object/EMR-BRU;docs/tuva/sodermanland/objektrapporter/EMR-BRU.json
ENA-RQY;Södermanland;Flen;0.28;Bete;2009-09-23;;https://etjanst.sjv.se/tuvaut/?f=&id=ENA-RQY;https://etjanst.sjv.se/hagenpub/rest/base/object/ENA-RQY;docs/tuva/sodermanland/objektrapporter/ENA-RQY.json
EOR-MLC;Södermanland;Katrineholm;4.74;Bete;2011-07-05;;https://etjanst.sjv.se/tuvaut/?f=&id=EOR-MLC;https://etjanst.sjv.se/hagenpub/rest/base/object/EOR-MLC;docs/tuva/sodermanland/objektrapporter/EOR-MLC.json
EPI-NWC;Södermanland;Gnesta;0.36;Bete;2019-06-25;Björnlunda-Jakobsberg 1;https://etjanst.sjv.se/tuvaut/?f=&id=EPI-NWC;https://etjanst.sjv.se/hagenpub/rest/base/object/EPI-NWC;docs/tuva/sodermanland/objektrapporter/EPI-NWC.json
ERY-AME;Södermanland;Trosa;2.48;Bete;2023-10-06;Lutebol;https://etjanst.sjv.se/tuvaut/?f=&id=ERY-AME;https://etjanst.sjv.se/hagenpub/rest/base/object/ERY-AME;docs/tuva/sodermanland/objektrapporter/ERY-AME.json
ESL-USY;Södermanland;Nyköping;1.2;Äng;2026-07-31;;https://etjanst.sjv.se/tuvaut/?f=&id=ESL-USY;https://etjanst.sjv.se/hagenpub/rest/base/object/ESL-USY;docs/tuva/sodermanland/objektrapporter/ESL-USY.json
ETM-HTW;Södermanland;Nyköping;0.1;Bete;2023-08-01;Ripsa-Edeby;https://etjanst.sjv.se/tuvaut/?f=&id=ETM-HTW;https://etjanst.sjv.se/hagenpub/rest/base/object/ETM-HTW;docs/tuva/sodermanland/objektrapporter/ETM-HTW.json
ETU-RBM;Södermanland;Eskilstuna;1.94;Bete;2018-10-17;Västermo-Motorp 1;https://etjanst.sjv.se/tuvaut/?f=&id=ETU-RBM;https://etjanst.sjv.se/hagenpub/rest/base/object/ETU-RBM;docs/tuva/sodermanland/objektrapporter/ETU-RBM.json
EUN-GYD;Södermanland;Trosa;1.79;Bete;2023-09-27;Långbro;https://etjanst.sjv.se/tuvaut/?f=&id=EUN-GYD;https://etjanst.sjv.se/hagenpub/rest/base/object/EUN-GYD;docs/tuva/sodermanland/objektrapporter/EUN-GYD.json
EUZ-OXK;Södermanland;Eskilstuna;0.29;Bete;2019-09-03;Kafjärdsskogen 1;https://etjanst.sjv.se/tuvaut/?f=&id=EUZ-OXK;https://etjanst.sjv.se/hagenpub/rest/base/object/EUZ-OXK;docs/tuva/sodermanland/objektrapporter/EUZ-OXK.json
EVX-JJZ;Södermanland;Eskilstuna;0.62;Bete;2023-08-29;;https://etjanst.sjv.se/tuvaut/?f=&id=EVX-JJZ;https://etjanst.sjv.se/hagenpub/rest/base/object/EVX-JJZ;docs/tuva/sodermanland/objektrapporter/EVX-JJZ.json
EVY-ETO;Södermanland;Nyköping;3.64;Bete;2010-07-08;;https://etjanst.sjv.se/tuvaut/?f=&id=EVY-ETO;https://etjanst.sjv.se/hagenpub/rest/base/object/EVY-ETO;docs/tuva/sodermanland/objektrapporter/EVY-ETO.json
EWP-SRM;Södermanland;Eskilstuna;0.49;Bete;2018-09-28;Stora Härdsäng 1;https://etjanst.sjv.se/tuvaut/?f=&id=EWP-SRM;https://etjanst.sjv.se/hagenpub/rest/base/object/EWP-SRM;docs/tuva/sodermanland/objektrapporter/EWP-SRM.json
EWQ-XXG;Södermanland;Nyköping;1.64;Bete;2023-09-18;Arnö;https://etjanst.sjv.se/tuvaut/?f=&id=EWQ-XXG;https://etjanst.sjv.se/hagenpub/rest/base/object/EWQ-XXG;docs/tuva/sodermanland/objektrapporter/EWQ-XXG.json
EXC-RBC;Södermanland;Strängnäs;4.96;Bete;2023-08-09;Hässelbyholm;https://etjanst.sjv.se/tuvaut/?f=&id=EXC-RBC;https://etjanst.sjv.se/hagenpub/rest/base/object/EXC-RBC;docs/tuva/sodermanland/objektrapporter/EXC-RBC.json
EXH-TYZ;Södermanland;Nyköping;6.39;Bete;2019-06-28;Tå;https://etjanst.sjv.se/tuvaut/?f=&id=EXH-TYZ;https://etjanst.sjv.se/hagenpub/rest/base/object/EXH-TYZ;docs/tuva/sodermanland/objektrapporter/EXH-TYZ.json
EXV-OAT;Södermanland;Flen;10.06;Bete;2009-09-23;;https://etjanst.sjv.se/tuvaut/?f=&id=EXV-OAT;https://etjanst.sjv.se/hagenpub/rest/base/object/EXV-OAT;docs/tuva/sodermanland/objektrapporter/EXV-OAT.json
EYE-HMS;Södermanland;Katrineholm;0.32;Bete;2008-08-27;Brebol;https://etjanst.sjv.se/tuvaut/?f=&id=EYE-HMS;https://etjanst.sjv.se/hagenpub/rest/base/object/EYE-HMS;docs/tuva/sodermanland/objektrapporter/EYE-HMS.json
EZC-KIS;Södermanland;Eskilstuna;0.86;Bete;2019-09-04;Kafjärdsskogen 1;https://etjanst.sjv.se/tuvaut/?f=&id=EZC-KIS;https://etjanst.sjv.se/hagenpub/rest/base/object/EZC-KIS;docs/tuva/sodermanland/objektrapporter/EZC-KIS.json
EZG-QZF;Södermanland;Nyköping;0.22;Bete;2019-06-17;Sättersta-Lida 1;https://etjanst.sjv.se/tuvaut/?f=&id=EZG-QZF;https://etjanst.sjv.se/hagenpub/rest/base/object/EZG-QZF;docs/tuva/sodermanland/objektrapporter/EZG-QZF.json
EZW-MER;Södermanland;Strängnäs;1.6;Bete;2023-08-24;Aspö-Lagnö;https://etjanst.sjv.se/tuvaut/?f=&id=EZW-MER;https://etjanst.sjv.se/hagenpub/rest/base/object/EZW-MER;docs/tuva/sodermanland/objektrapporter/EZW-MER.json
F00-XGE;Södermanland;Nyköping;1.31;Bete;2003-06-10;Vävelsund 3;https://etjanst.sjv.se/tuvaut/?f=&id=F00-XGE;https://etjanst.sjv.se/hagenpub/rest/base/object/F00-XGE;docs/tuva/sodermanland/objektrapporter/F00-XGE.json
F01-GRD;Södermanland;Eskilstuna;1.85;Bete;2003-06-11;Öknatorp5;https://etjanst.sjv.se/tuvaut/?f=&id=F01-GRD;https://etjanst.sjv.se/hagenpub/rest/base/object/F01-GRD;docs/tuva/sodermanland/objektrapporter/F01-GRD.json
F03-AFX;Södermanland;Nyköping;1.52;Bete;2003-06-05;Eneby 3;https://etjanst.sjv.se/tuvaut/?f=&id=F03-AFX;https://etjanst.sjv.se/hagenpub/rest/base/object/F03-AFX;docs/tuva/sodermanland/objektrapporter/F03-AFX.json
F04-ZXU;Södermanland;Nyköping;6.51;Bete;2004-06-10;Tybble;https://etjanst.sjv.se/tuvaut/?f=&id=F04-ZXU;https://etjanst.sjv.se/hagenpub/rest/base/object/F04-ZXU;docs/tuva/sodermanland/objektrapporter/F04-ZXU.json
F08-QBN;Södermanland;Flen;0.19;Äng;2004-09-17;ällmora 1;https://etjanst.sjv.se/tuvaut/?f=&id=F08-QBN;https://etjanst.sjv.se/hagenpub/rest/base/object/F08-QBN;docs/tuva/sodermanland/objektrapporter/F08-QBN.json
F0A-ZIF;Södermanland;Flen;0.94;Bete;2003-06-04;Sjölunda 2;https://etjanst.sjv.se/tuvaut/?f=&id=F0A-ZIF;https://etjanst.sjv.se/hagenpub/rest/base/object/F0A-ZIF;docs/tuva/sodermanland/objektrapporter/F0A-ZIF.json
F0B-AHR;Södermanland;Katrineholm;5.94;Bete;2003-07-03;Hacksta;https://etjanst.sjv.se/tuvaut/?f=&id=F0B-AHR;https://etjanst.sjv.se/hagenpub/rest/base/object/F0B-AHR;docs/tuva/sodermanland/objektrapporter/F0B-AHR.json
F0E-IZG;Södermanland;Katrineholm;0.96;Bete;2003-07-19;Grindberga 1;https://etjanst.sjv.se/tuvaut/?f=&id=F0E-IZG;https://etjanst.sjv.se/hagenpub/rest/base/object/F0E-IZG;docs/tuva/sodermanland/objektrapporter/F0E-IZG.json
F0E-QVS;Södermanland;Katrineholm;2.87;Bete;2004-08-25;hägerbo 2;https://etjanst.sjv.se/tuvaut/?f=&id=F0E-QVS;https://etjanst.sjv.se/hagenpub/rest/base/object/F0E-QVS;docs/tuva/sodermanland/objektrapporter/F0E-QVS.json
F0F-HYG;Södermanland;Eskilstuna;0.72;Restaurerbar;2002-08-12;Gällsta1;https://etjanst.sjv.se/tuvaut/?f=&id=F0F-HYG;https://etjanst.sjv.se/hagenpub/rest/base/object/F0F-HYG;docs/tuva/sodermanland/objektrapporter/F0F-HYG.json
F10-300;Södermanland;Gnesta;2.0;Bete;2002-05-07;Grinda;https://etjanst.sjv.se/tuvaut/?f=&id=F10-300;https://etjanst.sjv.se/hagenpub/rest/base/object/F10-300;docs/tuva/sodermanland/objektrapporter/F10-300.json
F10-EOR;Södermanland;Flen;3.34;Bete;2004-08-04;Kåveta 2;https://etjanst.sjv.se/tuvaut/?f=&id=F10-EOR;https://etjanst.sjv.se/hagenpub/rest/base/object/F10-EOR;docs/tuva/sodermanland/objektrapporter/F10-EOR.json
F10-RSX;Södermanland;Vingåker;1.1;Bete;2003-09-05;;https://etjanst.sjv.se/tuvaut/?f=&id=F10-RSX;https://etjanst.sjv.se/hagenpub/rest/base/object/F10-RSX;docs/tuva/sodermanland/objektrapporter/F10-RSX.json
F11-KVV;Södermanland;Katrineholm;6.54;Bete;2004-08-25;hägerbo 1;https://etjanst.sjv.se/tuvaut/?f=&id=F11-KVV;https://etjanst.sjv.se/hagenpub/rest/base/object/F11-KVV;docs/tuva/sodermanland/objektrapporter/F11-KVV.json
F13-400;Södermanland;Strängnäs;8.02;Bete;2002-06-04;Algö2;https://etjanst.sjv.se/tuvaut/?f=&id=F13-400;https://etjanst.sjv.se/hagenpub/rest/base/object/F13-400;docs/tuva/sodermanland/objektrapporter/F13-400.json
F15-FES;Södermanland;Nyköping;1.73;Restaurerbar;2004-09-28;Hartsö 11;https://etjanst.sjv.se/tuvaut/?f=&id=F15-FES;https://etjanst.sjv.se/hagenpub/rest/base/object/F15-FES;docs/tuva/sodermanland/objektrapporter/F15-FES.json
F17-XSN;Södermanland;Katrineholm;0.64;Bete;2002-08-12;Högerga 2;https://etjanst.sjv.se/tuvaut/?f=&id=F17-XSN;https://etjanst.sjv.se/hagenpub/rest/base/object/F17-XSN;docs/tuva/sodermanland/objektrapporter/F17-XSN.json
F18-JIW;Södermanland;Katrineholm;3.6;Bete;2004-07-14;sättra 8;https://etjanst.sjv.se/tuvaut/?f=&id=F18-JIW;https://etjanst.sjv.se/hagenpub/rest/base/object/F18-JIW;docs/tuva/sodermanland/objektrapporter/F18-JIW.json
F19-VFG;Södermanland;Eskilstuna;0.82;Bete;2003-07-07;Björktorp 1;https://etjanst.sjv.se/tuvaut/?f=&id=F19-VFG;https://etjanst.sjv.se/hagenpub/rest/base/object/F19-VFG;docs/tuva/sodermanland/objektrapporter/F19-VFG.json
F1A-OYV;Södermanland;Gnesta;13.83;Bete;2003-09-03;Herrökna 4;https://etjanst.sjv.se/tuvaut/?f=&id=F1A-OYV;https://etjanst.sjv.se/hagenpub/rest/base/object/F1A-OYV;docs/tuva/sodermanland/objektrapporter/F1A-OYV.json
F1B-HCY;Södermanland;Eskilstuna;0.81;Bete;2003-06-23;Rännbäcken2;https://etjanst.sjv.se/tuvaut/?f=&id=F1B-HCY;https://etjanst.sjv.se/hagenpub/rest/base/object/F1B-HCY;docs/tuva/sodermanland/objektrapporter/F1B-HCY.json
F1D-VLR;Södermanland;Eskilstuna;0.95;Bete;2003-06-13;Bondökna5;https://etjanst.sjv.se/tuvaut/?f=&id=F1D-VLR;https://etjanst.sjv.se/hagenpub/rest/base/object/F1D-VLR;docs/tuva/sodermanland/objektrapporter/F1D-VLR.json
F1D-YOU;Södermanland;Nyköping;2.52;Restaurerbar;2004-08-10;Långö 2;https://etjanst.sjv.se/tuvaut/?f=&id=F1D-YOU;https://etjanst.sjv.se/hagenpub/rest/base/object/F1D-YOU;docs/tuva/sodermanland/objektrapporter/F1D-YOU.json
F1E-480;Södermanland;Nyköping;22.19;Restaurerbar;2002-06-18;Åby;https://etjanst.sjv.se/tuvaut/?f=&id=F1E-480;https://etjanst.sjv.se/hagenpub/rest/base/object/F1E-480;docs/tuva/sodermanland/objektrapporter/F1E-480.json
F21-VXZ;Södermanland;Gnesta;1.28;Bete;2003-09-04;Pungsund 5;https://etjanst.sjv.se/tuvaut/?f=&id=F21-VXZ;https://etjanst.sjv.se/hagenpub/rest/base/object/F21-VXZ;docs/tuva/sodermanland/objektrapporter/F21-VXZ.json
F23-FKH;Södermanland;Nyköping;0.43;Bete;2002-08-09;Alby;https://etjanst.sjv.se/tuvaut/?f=&id=F23-FKH;https://etjanst.sjv.se/hagenpub/rest/base/object/F23-FKH;docs/tuva/sodermanland/objektrapporter/F23-FKH.json
F23-LQN;Södermanland;Strängnäs;3.04;Bete;2002-07-18;Vretstugan2;https://etjanst.sjv.se/tuvaut/?f=&id=F23-LQN;https://etjanst.sjv.se/hagenpub/rest/base/object/F23-LQN;docs/tuva/sodermanland/objektrapporter/F23-LQN.json
F25-980;Södermanland;Flen;2.37;Bete;2002-05-07;Stenhammar;https://etjanst.sjv.se/tuvaut/?f=&id=F25-980;https://etjanst.sjv.se/hagenpub/rest/base/object/F25-980;docs/tuva/sodermanland/objektrapporter/F25-980.json
F28-OZF;Södermanland;Trosa;0.95;Bete;2004-05-07;nyckelby, sörgården;https://etjanst.sjv.se/tuvaut/?f=&id=F28-OZF;https://etjanst.sjv.se/hagenpub/rest/base/object/F28-OZF;docs/tuva/sodermanland/objektrapporter/F28-OZF.json
F2B-QDQ;Södermanland;Nyköping;2.83;Bete;2002-07-18;Gummersta;https://etjanst.sjv.se/tuvaut/?f=&id=F2B-QDQ;https://etjanst.sjv.se/hagenpub/rest/base/object/F2B-QDQ;docs/tuva/sodermanland/objektrapporter/F2B-QDQ.json
F2B-TAF;Södermanland;Flen;3.78;Bete;2004-08-02;hornsund 1;https://etjanst.sjv.se/tuvaut/?f=&id=F2B-TAF;https://etjanst.sjv.se/hagenpub/rest/base/object/F2B-TAF;docs/tuva/sodermanland/objektrapporter/F2B-TAF.json
F2C-KKM;Södermanland;Trosa;1.33;Bete;2004-05-11;Granhusa 2;https://etjanst.sjv.se/tuvaut/?f=&id=F2C-KKM;https://etjanst.sjv.se/hagenpub/rest/base/object/F2C-KKM;docs/tuva/sodermanland/objektrapporter/F2C-KKM.json
F2D-AUN;Södermanland;Flen;0.39;Bete;2004-07-26;Hall 4;https://etjanst.sjv.se/tuvaut/?f=&id=F2D-AUN;https://etjanst.sjv.se/hagenpub/rest/base/object/F2D-AUN;docs/tuva/sodermanland/objektrapporter/F2D-AUN.json
F2E-BZF;Södermanland;Katrineholm;1.28;Bete;2004-08-31;ingelstorp 1;https://etjanst.sjv.se/tuvaut/?f=&id=F2E-BZF;https://etjanst.sjv.se/hagenpub/rest/base/object/F2E-BZF;docs/tuva/sodermanland/objektrapporter/F2E-BZF.json
F2F-POL;Södermanland;Vingåker;0.45;Bete;2003-09-10;Viala 1;https://etjanst.sjv.se/tuvaut/?f=&id=F2F-POL;https://etjanst.sjv.se/hagenpub/rest/base/object/F2F-POL;docs/tuva/sodermanland/objektrapporter/F2F-POL.json
F34-DXQ;Södermanland;Katrineholm;0.58;Restaurerbar;2003-06-11;Bränntorp 4;https://etjanst.sjv.se/tuvaut/?f=&id=F34-DXQ;https://etjanst.sjv.se/hagenpub/rest/base/object/F34-DXQ;docs/tuva/sodermanland/objektrapporter/F34-DXQ.json
F36-ZMS;Södermanland;Eskilstuna;10.23;Bete;2003-06-06;Öknatorp3;https://etjanst.sjv.se/tuvaut/?f=&id=F36-ZMS;https://etjanst.sjv.se/hagenpub/rest/base/object/F36-ZMS;docs/tuva/sodermanland/objektrapporter/F36-ZMS.json
F39-100;Södermanland;Katrineholm;2.29;Bete;2002-06-07;Jakobsberg 2;https://etjanst.sjv.se/tuvaut/?f=&id=F39-100;https://etjanst.sjv.se/hagenpub/rest/base/object/F39-100;docs/tuva/sodermanland/objektrapporter/F39-100.json
F3D-DOM;Södermanland;Eskilstuna;0.62;Bete;2003-11-21;Kasön3;https://etjanst.sjv.se/tuvaut/?f=&id=F3D-DOM;https://etjanst.sjv.se/hagenpub/rest/base/object/F3D-DOM;docs/tuva/sodermanland/objektrapporter/F3D-DOM.json
F3E-YAT;Södermanland;Gnesta;3.29;Bete;2004-06-23;Rösund 1;https://etjanst.sjv.se/tuvaut/?f=&id=F3E-YAT;https://etjanst.sjv.se/hagenpub/rest/base/object/F3E-YAT;docs/tuva/sodermanland/objektrapporter/F3E-YAT.json
F3F-GRD;Södermanland;Strängnäs;6.15;Bete;2002-08-01;Norrlänna2;https://etjanst.sjv.se/tuvaut/?f=&id=F3F-GRD;https://etjanst.sjv.se/hagenpub/rest/base/object/F3F-GRD;docs/tuva/sodermanland/objektrapporter/F3F-GRD.json
F3F-JGH;Södermanland;Eskilstuna;3.92;Bete;2003-07-21;Berga1;https://etjanst.sjv.se/tuvaut/?f=&id=F3F-JGH;https://etjanst.sjv.se/hagenpub/rest/base/object/F3F-JGH;docs/tuva/sodermanland/objektrapporter/F3F-JGH.json
F42-XJY;Södermanland;Gnesta;4.47;Bete;2004-07-01;Önnersta 4;https://etjanst.sjv.se/tuvaut/?f=&id=F42-XJY;https://etjanst.sjv.se/hagenpub/rest/base/object/F42-XJY;docs/tuva/sodermanland/objektrapporter/F42-XJY.json
F45-NXM;Södermanland;Flen;0.1;Bete;2004-08-02;torp 4;https://etjanst.sjv.se/tuvaut/?f=&id=F45-NXM;https://etjanst.sjv.se/hagenpub/rest/base/object/F45-NXM;docs/tuva/sodermanland/objektrapporter/F45-NXM.json
F45-XMU;Södermanland;Gnesta;4.0;Bete;2004-09-17;smedsta 2;https://etjanst.sjv.se/tuvaut/?f=&id=F45-XMU;https://etjanst.sjv.se/hagenpub/rest/base/object/F45-XMU;docs/tuva/sodermanland/objektrapporter/F45-XMU.json
F46-380;Södermanland;Nyköping;0.17;Restaurerbar;2002-06-17;Törstalund;https://etjanst.sjv.se/tuvaut/?f=&id=F46-380;https://etjanst.sjv.se/hagenpub/rest/base/object/F46-380;docs/tuva/sodermanland/objektrapporter/F46-380.json
F46-EXZ;Södermanland;Flen;1.35;Bete;2003-09-23;;https://etjanst.sjv.se/tuvaut/?f=&id=F46-EXZ;https://etjanst.sjv.se/hagenpub/rest/base/object/F46-EXZ;docs/tuva/sodermanland/objektrapporter/F46-EXZ.json
F47-SYY;Södermanland;Flen;3.65;Bete;2004-05-26;norrketorp 1;https://etjanst.sjv.se/tuvaut/?f=&id=F47-SYY;https://etjanst.sjv.se/hagenpub/rest/base/object/F47-SYY;docs/tuva/sodermanland/objektrapporter/F47-SYY.json
F49-ZFW;Södermanland;Katrineholm;4.8;Bete;2003-05-21;Gäversnäs;https://etjanst.sjv.se/tuvaut/?f=&id=F49-ZFW;https://etjanst.sjv.se/hagenpub/rest/base/object/F49-ZFW;docs/tuva/sodermanland/objektrapporter/F49-ZFW.json
F4A-A80;Södermanland;Katrineholm;1.48;Bete;2026-06-29;Tåkenön 1;https://etjanst.sjv.se/tuvaut/?f=&id=F4A-A80;https://etjanst.sjv.se/hagenpub/rest/base/object/F4A-A80;docs/tuva/sodermanland/objektrapporter/F4A-A80.json
F4E-QEG;Södermanland;Flen;3.92;Bete;2004-07-20;udden 2;https://etjanst.sjv.se/tuvaut/?f=&id=F4E-QEG;https://etjanst.sjv.se/hagenpub/rest/base/object/F4E-QEG;docs/tuva/sodermanland/objektrapporter/F4E-QEG.json
F4E-WNU;Södermanland;Katrineholm;0.28;Bete;2004-06-14;berg 7?;https://etjanst.sjv.se/tuvaut/?f=&id=F4E-WNU;https://etjanst.sjv.se/hagenpub/rest/base/object/F4E-WNU;docs/tuva/sodermanland/objektrapporter/F4E-WNU.json
F50-KUV;Södermanland;Nyköping;2.99;Bete;2002-08-09;Alby;https://etjanst.sjv.se/tuvaut/?f=&id=F50-KUV;https://etjanst.sjv.se/hagenpub/rest/base/object/F50-KUV;docs/tuva/sodermanland/objektrapporter/F50-KUV.json
F53-GXF;Södermanland;Gnesta;0.39;Äng;2003-08-25;Rocklösa 2;https://etjanst.sjv.se/tuvaut/?f=&id=F53-GXF;https://etjanst.sjv.se/hagenpub/rest/base/object/F53-GXF;docs/tuva/sodermanland/objektrapporter/F53-GXF.json
F53-SNI;Södermanland;Vingåker;5.91;Bete;2004-09-09;björkliden 1;https://etjanst.sjv.se/tuvaut/?f=&id=F53-SNI;https://etjanst.sjv.se/hagenpub/rest/base/object/F53-SNI;docs/tuva/sodermanland/objektrapporter/F53-SNI.json
F56-PZD;Södermanland;Gnesta;2.31;Bete;2004-06-07;Mälby 4;https://etjanst.sjv.se/tuvaut/?f=&id=F56-PZD;https://etjanst.sjv.se/hagenpub/rest/base/object/F56-PZD;docs/tuva/sodermanland/objektrapporter/F56-PZD.json
F57-980;Södermanland;Strängnäs;0.76;Bete;2002-05-31;Näsby6;https://etjanst.sjv.se/tuvaut/?f=&id=F57-980;https://etjanst.sjv.se/hagenpub/rest/base/object/F57-980;docs/tuva/sodermanland/objektrapporter/F57-980.json
F57-INK;Södermanland;Eskilstuna;0.26;Bete;2003-07-07;Björktorp 2;https://etjanst.sjv.se/tuvaut/?f=&id=F57-INK;https://etjanst.sjv.se/hagenpub/rest/base/object/F57-INK;docs/tuva/sodermanland/objektrapporter/F57-INK.json
F59-200;Södermanland;Nyköping;0.28;Äng;2002-06-29;Daltorp;https://etjanst.sjv.se/tuvaut/?f=&id=F59-200;https://etjanst.sjv.se/hagenpub/rest/base/object/F59-200;docs/tuva/sodermanland/objektrapporter/F59-200.json
F5C-GAT;Södermanland;Nyköping;25.09;Bete;2004-06-11;Berga;https://etjanst.sjv.se/tuvaut/?f=&id=F5C-GAT;https://etjanst.sjv.se/hagenpub/rest/base/object/F5C-GAT;docs/tuva/sodermanland/objektrapporter/F5C-GAT.json
F5C-SOJ;Södermanland;Katrineholm;0.53;Restaurerbar;2002-07-10;Östra Djulö 2;https://etjanst.sjv.se/tuvaut/?f=&id=F5C-SOJ;https://etjanst.sjv.se/hagenpub/rest/base/object/F5C-SOJ;docs/tuva/sodermanland/objektrapporter/F5C-SOJ.json
F5F-NEL;Södermanland;Nyköping;3.6;Bete;2002-08-26;Åkra;https://etjanst.sjv.se/tuvaut/?f=&id=F5F-NEL;https://etjanst.sjv.se/hagenpub/rest/base/object/F5F-NEL;docs/tuva/sodermanland/objektrapporter/F5F-NEL.json
F60-NLX;Södermanland;Katrineholm;5.39;Bete;2002-08-01;Skalltorp 1;https://etjanst.sjv.se/tuvaut/?f=&id=F60-NLX;https://etjanst.sjv.se/hagenpub/rest/base/object/F60-NLX;docs/tuva/sodermanland/objektrapporter/F60-NLX.json
F63-HVL;Södermanland;Flen;5.08;Bete;2004-05-27;Månadstorp 1;https://etjanst.sjv.se/tuvaut/?f=&id=F63-HVL;https://etjanst.sjv.se/hagenpub/rest/base/object/F63-HVL;docs/tuva/sodermanland/objektrapporter/F63-HVL.json
F63-KJU;Södermanland;Eskilstuna;2.78;Bete;2002-08-20;Prästgården1;https://etjanst.sjv.se/tuvaut/?f=&id=F63-KJU;https://etjanst.sjv.se/hagenpub/rest/base/object/F63-KJU;docs/tuva/sodermanland/objektrapporter/F63-KJU.json
F63-XNS;Södermanland;Flen;7.06;Bete;2003-09-19;Barrö 1;https://etjanst.sjv.se/tuvaut/?f=&id=F63-XNS;https://etjanst.sjv.se/hagenpub/rest/base/object/F63-XNS;docs/tuva/sodermanland/objektrapporter/F63-XNS.json
F64-OZF;Södermanland;Nyköping;0.96;Bete;2004-06-09;Landhammar 3;https://etjanst.sjv.se/tuvaut/?f=&id=F64-OZF;https://etjanst.sjv.se/hagenpub/rest/base/object/F64-OZF;docs/tuva/sodermanland/objektrapporter/F64-OZF.json
F69-F00;Södermanland;Nyköping;11.86;Bete;2002-06-28;Björksund;https://etjanst.sjv.se/tuvaut/?f=&id=F69-F00;https://etjanst.sjv.se/hagenpub/rest/base/object/F69-F00;docs/tuva/sodermanland/objektrapporter/F69-F00.json
F69-KRW;Södermanland;Nyköping;13.45;Bete;2002-07-20;;https://etjanst.sjv.se/tuvaut/?f=&id=F69-KRW;https://etjanst.sjv.se/hagenpub/rest/base/object/F69-KRW;docs/tuva/sodermanland/objektrapporter/F69-KRW.json
F6D-THY;Södermanland;Katrineholm;10.19;Bete;2003-07-14;Sarpetorp 1;https://etjanst.sjv.se/tuvaut/?f=&id=F6D-THY;https://etjanst.sjv.se/hagenpub/rest/base/object/F6D-THY;docs/tuva/sodermanland/objektrapporter/F6D-THY.json
F6E-PNZ;Södermanland;Eskilstuna;3.93;Bete;2018-10-12;Tandersten 1;https://etjanst.sjv.se/tuvaut/?f=&id=F6E-PNZ;https://etjanst.sjv.se/hagenpub/rest/base/object/F6E-PNZ;docs/tuva/sodermanland/objektrapporter/F6E-PNZ.json
